"ExperimentID","SiteID","PondID","StrainID","Date","pH","Temp.avg (C)","Temp.max (C)","Temp.min (C)","Cond (mS.cm)","DO (mg.L)","DO (%sat)","Sal (g.L)","PAR (umol.m2.s)"
"JAN292015","FA","P3","LRB-AZ-1201","02-19-2015",7.52,8.79,13.1,4.5,641.04,13.86,119.71,0.3,
"JAN292015","FA","P4","LRB-AZ-1201","02-19-2015",7.81,9.6,14.1,5,923.21,17.67,154.99,0.49,
"JAN292015","FA","P5","LRB-AZ-1201","02-19-2015",7.31,8.89,13.2,4.6,657.43,22.2,191.6,0.3,
"JAN292015","FA","P6","LRB-AZ-1201","02-19-2015",7.93,,,,851.31,12.73,106.66,0.4,
"JAN292015","FA","P1","LRB-AZ-1201","02-20-2015",8,35.71,45,6.7,403.66,3.27,42.49,0.17,533.26
"JAN292015","FA","P2","LRB-AZ-1201","02-20-2015",7.43,8.07,15.1,1.3,662.03,23.55,196.35,0.3,
"JAN292015","FA","P3","LRB-AZ-1201","02-20-2015",7.55,8.15,15.3,1.2,645.26,14.25,120.51,0.3,
"JAN292015","FA","P4","LRB-AZ-1201","02-20-2015",7.87,8.9,16.6,1.6,916.35,18.62,157.71,0.46,
"JAN292015","FA","P5","LRB-AZ-1201","02-20-2015",7.43,8.07,15.1,1.3,662.03,23.55,196.35,0.3,
"JAN292015","FA","P6","LRB-AZ-1201","02-20-2015",7.93,,,,827.79,14.08,116.6,0.4,
"JAN292015","FA","P2","LRB-AZ-1201","02-21-2015",7.72,16.09,45,11.6,667.3,16.57,167.18,0.31,
"JAN292015","FA","P3","LRB-AZ-1201","02-21-2015",7.76,15.95,21.1,11.6,649.55,12.39,126.42,0.3,
"JAN292015","FA","P4","LRB-AZ-1201","02-21-2015",7.97,17.33,22.7,12.8,905.42,12.67,131.75,0.44,
"JAN292015","FA","P5","LRB-AZ-1201","02-21-2015",7.72,16.09,45,11.6,667.3,16.57,167.18,0.31,
"JAN292015","FA","P6","LRB-AZ-1201","02-21-2015",7.77,,,,826.69,12.7,127.11,0.4,
"JAN292015","FA","P2","LRB-AZ-1201","02-22-2015",7.73,19.56,25.1,15.2,676.39,14.01,152.83,0.3,
"JAN292015","FA","P3","LRB-AZ-1201","02-22-2015",7.81,19.89,25.9,15.3,655.37,11.66,129.09,0.3,
"JAN292015","FA","P4","LRB-AZ-1201","02-22-2015",7.96,21.2,26.8,16.7,919.47,10.69,120.33,0.49,
"JAN292015","FA","P5","LRB-AZ-1201","02-22-2015",7.73,19.56,25.1,15.2,676.39,14.01,152.83,0.3,
"JAN292015","FA","P6","LRB-AZ-1201","02-22-2015",7.95,,,,826.39,10.53,115.59,0.4,
"JAN292015","FA","P2","LRB-AZ-1201","02-23-2015",7.7,21.92,25.7,18.9,643.44,12.43,142.59,0.3,
"JAN292015","FA","P3","LRB-AZ-1201","02-23-2015",7.81,22.13,26.1,18.9,629.31,11.07,128.08,0.3,
"JAN292015","FA","P4","LRB-AZ-1201","02-23-2015",7.95,23.51,27.4,20.3,915.79,9.46,112,0.46,
"JAN292015","FA","P5","LRB-AZ-1201","02-23-2015",7.7,21.92,25.7,18.9,643.44,12.43,142.59,0.3,
"JAN292015","FA","P6","LRB-AZ-1201","02-23-2015",7.95,,,,799.92,9.12,104.59,0.4,
"JAN292015","FA","P2","LRB-AZ-1201","02-24-2015",7.64,21.86,26.2,17.9,717.34,12.38,141.72,0.35,
"JAN292015","FA","P3","LRB-AZ-1201","02-24-2015",7.77,21.81,26.1,17.9,607.61,11.5,132.28,0.3,
"JAN292015","FA","P4","LRB-AZ-1201","02-24-2015",7.95,22.87,27,19,1114.73,9.62,112.45,0.54,
"JAN292015","FA","P5","LRB-AZ-1201","02-24-2015",7.64,21.86,26.2,17.9,717.34,12.38,141.72,0.35,
"JAN292015","FA","P6","LRB-AZ-1201","02-24-2015",7.92,,,,775.8,10.33,115.89,0.4,
"JAN292015","FA","P2","LRB-AZ-1201","02-25-2015",7.36,21.13,24.8,18.7,766.71,12.84,145.2,0.39,
"JAN292015","FA","P3","LRB-AZ-1201","02-25-2015",7.78,21.31,25.5,18.6,686.98,10.68,121.22,0.33,
"JAN292015","FA","P4","LRB-AZ-1201","02-25-2015",7.79,22.04,25.9,19.4,1126.18,10.51,121.16,0.55,
"JAN292015","FA","P5","LRB-AZ-1201","02-25-2015",7.36,21.13,24.8,18.7,766.71,12.84,145.2,0.39,
"JAN292015","FA","P6","LRB-AZ-1201","02-25-2015",7.9,,,,766.19,9.62,106.19,0.4,
"JAN292015","FA","P2","LRB-AZ-1201","02-26-2015",7.4,21.13,22.3,19,721.06,12.39,139.86,0.38,
"JAN292015","FA","P3","LRB-AZ-1201","02-26-2015",7.74,21.32,22.4,19,898.68,10.82,122.82,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-26-2015",7.84,21.85,22.9,19.8,1026.11,10.32,118.24,0.5,
"JAN292015","FA","P5","LRB-AZ-1201","02-26-2015",7.4,21.13,22.3,19,721.06,12.39,139.86,0.38,
"JAN292015","FA","P6","LRB-AZ-1201","02-26-2015",7.9,,,,750.22,9.31,102.19,0.4,
"JAN292015","FA","P2","LRB-AZ-1201","02-27-2015",7.22,16.51,18.9,15.7,759.25,14.18,145.53,0.34,
"JAN292015","FA","P3","LRB-AZ-1201","02-27-2015",7.71,16.82,21.9,15.7,777.98,10.79,111.31,0.38,
"JAN292015","FA","P4","LRB-AZ-1201","02-27-2015",7.81,17.13,19.7,16.2,1014.62,12.46,129.53,0.49,
"JAN292015","FA","P5","LRB-AZ-1201","02-27-2015",7.22,16.51,18.9,15.7,759.25,14.18,145.53,0.34,
"JAN292015","FA","P6","LRB-AZ-1201","02-27-2015",7.62,,,,822.54,9.62,95.31,0.41,
"JAN292015","FA","P2","LRB-AZ-1201","02-28-2015",7.18,18.84,20.5,17,853.75,12.42,134.01,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","02-28-2015",7.62,19.04,20.7,17.2,776.35,11.09,120.25,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","02-28-2015",7.83,19.4,21.1,17.5,1051.51,11.69,127.66,0.5,
"JAN292015","FA","P5","LRB-AZ-1201","02-28-2015",7.18,18.84,20.5,17,853.75,12.42,134.01,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","02-28-2015",7.52,,,,1051.3,9.6,100.33,0.5,
"JAN292015","FA","P2","LRB-AZ-1201","03-01-2015",6.81,22.58,28.5,18.9,880.76,8.87,102.02,0.4,
"JAN292015","FA","P3","LRB-AZ-1201","03-01-2015",7.62,22.9,28.8,19.1,778.81,11.25,132.35,0.4,
"JAN292015","FA","P4","LRB-AZ-1201","03-01-2015",7.76,23.29,29.1,19.5,1056.55,10.59,124.61,0.5,
"JAN292015","FA","P5","LRB-AZ-1201","03-01-2015",6.81,22.58,28.5,18.9,880.76,8.87,102.02,0.4,
"JAN292015","FA","P6","LRB-AZ-1201","03-01-2015",7.58,,,,1038.66,10.07,114.49,0.5,
"JAN292015","FA","P1","LRB-AZ-1201","03-02-2015",8.26,45,45,45,612.34,1.74,42.21,,628.79
"JAN292015","FA","P2","LRB-AZ-1201","03-02-2015",4.85,20.84,22.7,19.4,451.39,5.22,58.51,0.2,
"JAN292015","FA","P3","LRB-AZ-1201","03-02-2015",7.6,23.07,26.9,19.7,749.93,10.93,128.64,0.38,
"JAN292015","FA","P4","LRB-AZ-1201","03-02-2015",7.03,22.46,26.7,20.3,665.54,5.68,65.78,0.31,
"JAN292015","FA","P5","LRB-AZ-1201","03-02-2015",4.85,20.84,22.7,19.4,451.39,5.22,58.51,0.2,
"JAN292015","FA","P6","LRB-AZ-1201","03-02-2015",6.18,,,,719.57,4.8,54.08,0.35,
"JAN292015","FA","P1","LRB-AZ-1201","03-03-2015",11.57,45,45,45,602.95,1.28,31.98,,437.36
"JAN292015","FA","P2","LRB-AZ-1201","03-03-2015",5.7,,,,,0,0,,
"JAN292015","FA","P3","LRB-AZ-1201","03-03-2015",7.62,23.29,28.3,19.4,716.99,10.7,126.57,0.36,
"JAN292015","FA","P4","LRB-AZ-1201","03-03-2015",9.66,,,,0.02,0.01,0,,
"JAN292015","FA","P5","LRB-AZ-1201","03-03-2015",5.7,,,,,0,0,,
"JAN292015","FA","P6","LRB-AZ-1201","03-03-2015",6.32,,,,0.03,0.02,0,,
"JAN292015","FA","P1","LRB-AZ-1201","03-04-2015",12.42,45,45,45,605.55,1.09,27.55,,455.09
"JAN292015","FA","P2","LRB-AZ-1201","03-04-2015",6.48,,,,,0,0,,
"JAN292015","FA","P3","LRB-AZ-1201","03-04-2015",7.64,23.38,27.3,20.8,719.16,9.62,114.03,0.38,
"JAN292015","FA","P4","LRB-AZ-1201","03-04-2015",11.1,,,,0.02,0.01,0,,
"JAN292015","FA","P5","LRB-AZ-1201","03-04-2015",6.48,,,,,0,0,,
"JAN292015","FA","P6","LRB-AZ-1201","03-04-2015",7.33,,,,0.03,0.02,0,,
"JUN172015","FA","P3","C046","06-16-2015",5.96,-0.1,-0.1,-0.1,,0.03,0,12.6,
"JUN172015","FA","P5","C046","06-16-2015",8.54,-0.1,-0.1,-0.1,0.12,0.04,0.09,19.4,
"JUN172015","FA","P6","C046","06-16-2015",8.24,-0.1,-0.1,-0.1,0.03,0.03,0,14.6,
"JUN172015","FA","P1","C046","06-17-2015",7.95,29.93,32.9,26.1,54356.02,6.87,111.02,35.8,734.64
"JUN172015","FA","P2","C046","06-17-2015",7.95,30.04,33,26.1,55265.38,6.18,99.98,36.48,
"JUN172015","FA","P3","C046","06-17-2015",7.45,17.39,33,-0.1,32524.95,3.57,57.65,26.75,
"JUN172015","FA","P4","C046","06-17-2015",8.12,31.71,34.1,28.2,50590.56,4.44,72.24,32.96,
"JUN172015","FA","P5","C046","06-17-2015",8.78,-0.1,-0.1,-0.1,0.12,0.04,0.05,19.4,
"JUN172015","FA","P6","C046","06-17-2015",8.89,-0.1,-0.1,-0.1,0.03,0.02,0,14.6,
"JUN172015","FA","P1","C046","06-18-2015",7.89,28.25,33.1,24.8,54436.88,7.06,111.59,35.93,637.17
"JUN172015","FA","P2","C046","06-18-2015",7.98,28.25,33.3,24.7,55091.24,6.98,110.12,36.4,
"JUN172015","FA","P3","C046","06-18-2015",7.98,28.25,33.3,24.7,55091.24,6.98,110.12,36.4,
"JUN172015","FA","P4","C046","06-18-2015",8.3,29.83,34.1,26.7,51215.06,4.79,75.77,33.49,
"JUN172015","FA","P5","C046","06-18-2015",8.77,-0.1,-0.1,-0.1,0.11,0.04,0.06,19.4,
"JUN172015","FA","P6","C046","06-18-2015",9.01,-0.1,-0.1,-0.1,0.03,0.02,0,14.6,
"JUN172015","FA","P1","C046","06-19-2015",7.81,27.17,33.1,25,54299.27,7.4,115.05,35.85,637.18
"JUN172015","FA","P2","C046","06-19-2015",7.98,27.28,33.5,24.9,54657.01,7.42,115.4,36.11,
"JUN172015","FA","P3","C046","06-19-2015",7.98,27.28,33.5,24.9,54657.01,7.42,115.4,36.11,
"JUN172015","FA","P4","C046","06-19-2015",8.32,28.82,34.2,26.8,52078.95,4.96,77.59,34.16,
"JUN172015","FA","P5","C046","06-19-2015",8.6,-0.1,-0.1,-0.1,0.12,0.04,0.07,19.4,
"JUN172015","FA","P6","C046","06-19-2015",8.97,-0.1,-0.1,-0.1,0.03,0.02,0,14.6,
"JUN172015","FA","P1","C046","06-29-2015",7.63,24.94,26.6,23.8,50011.54,6.22,90.69,32.73,23.83
"JUN172015","FA","P2","C046","06-29-2015",7.99,25.03,26.6,23.9,48876.58,6.88,100.07,31.91,
"JUN172015","FA","P3","C046","06-29-2015",7.99,25.03,26.6,23.9,48876.58,6.88,100.07,31.91,
"JUN172015","FA","P4","C046","06-29-2015",7.98,24.73,26,23.8,49857.26,7.2,104.33,32.64,
"JUN172015","FA","P5","C046","06-29-2015",7.88,22.25,23.3,21.5,45937.6,9.7,132.7,29.82,
"JUN172015","FA","P6","C046","06-29-2015",7.84,24.63,25.6,23.9,49884.16,6.18,89.48,32.67,
"JUN172015","FA","P1","C046","06-30-2015",7.8,26.77,32.7,22.7,50117.09,8.99,137.43,32.76,542.38
"JUN172015","FA","P2","C046","06-30-2015",7.99,26.88,33,22.7,48866.77,10.01,151.56,31.87,
"JUN172015","FA","P3","C046","06-30-2015",7.99,26.88,33,22.7,48866.77,10.01,151.56,31.87,
"JUN172015","FA","P4","C046","06-30-2015",7.97,26.72,32.9,22.5,50070,9.23,139.83,32.73,
"JUN172015","FA","P5","C046","06-30-2015",7.93,24.44,30.5,20.5,47370.71,12.79,184.58,30.82,
"JUN172015","FA","P6","C046","06-30-2015",7.8,27.04,33.5,22.7,49755.24,8.61,132.05,32.49,
"JUN172015","FA","P1","C046","07-01-2015",8.08,26.83,33.3,21.8,49303.54,8.75,133.81,32.16,580
"JUN172015","FA","P2","C046","07-01-2015",8.39,27.02,33.7,21.9,51965.45,9.08,140.39,34.11,
"JUN172015","FA","P3","C046","07-01-2015",8.39,27.02,33.7,21.9,51965.45,9.08,140.39,34.11,
"JUN172015","FA","P4","C046","07-01-2015",7.98,26.95,33.7,21.8,50993.92,9.17,140.43,33.4,
"JUN172015","FA","P5","C046","07-01-2015",7.99,24.45,31,19.5,49763.2,12.06,176.15,32.55,
"JUN172015","FA","P6","C046","07-01-2015",7.84,27.32,34.7,21.9,49893.06,8.57,132.77,32.57,
"JUN172015","FA","P1","C046","07-02-2015",7.85,27.74,33.2,24,48775.59,9.11,140.49,31.76,539.97
"JUN172015","FA","P2","C046","07-02-2015",8,27.81,33.3,24,51510.63,9.52,148.4,33.77,
"JUN172015","FA","P3","C046","07-02-2015",8,27.81,33.3,24,51510.63,9.52,148.4,33.77,
"JUN172015","FA","P4","C046","07-02-2015",7.94,27.91,33.6,23.9,52376.49,8.86,138.23,34.39,
"JUN172015","FA","P5","C046","07-02-2015",7.94,25.35,31.1,21.6,49686.18,11.74,174.05,32.49,
"JUN172015","FA","P6","C046","07-02-2015",7.8,28.17,34.3,24,51107.82,8.53,133.86,33.46,
"JUN172015","FA","P1","C046","07-03-2015",7.91,27.99,33.9,23.9,48596.85,9.27,143.58,31.63,558.91
"JUN172015","FA","P2","C046","07-03-2015",8.06,28.16,34.2,24,51442.39,8.92,140.02,33.7,
"JUN172015","FA","P3","C046","07-03-2015",8.06,28.16,34.2,24,51442.39,8.92,140.02,33.7,
"JUN172015","FA","P4","C046","07-03-2015",7.95,28.22,34.4,23.9,52901.91,8.74,137.67,34.78,
"JUN172015","FA","P5","C046","07-03-2015",7.97,25.71,32.1,21.6,49209.61,11.9,177.3,32.13,
"JUN172015","FA","P6","C046","07-03-2015",7.78,28.55,35.1,24,51511.55,8.43,133.82,33.73,
"JUN172015","FA","P1","C046","07-04-2015",8.4,27.85,32.9,23.9,49535.76,8.96,138.18,32.31,492.04
"JUN172015","FA","P2","C046","07-04-2015",9.35,27.93,33.2,23.9,51562.06,8.33,129.4,33.8,
"JUN172015","FA","P3","C046","07-04-2015",9.35,27.93,33.2,23.9,51562.06,8.33,129.4,33.8,
"JUN172015","FA","P4","C046","07-04-2015",8.51,28.01,33.1,23.9,53279.94,8.31,129.88,35.06,
"JUN172015","FA","P5","C046","07-04-2015",8.62,25.52,31,21.6,48911.18,11.9,175.73,31.92,
"JUN172015","FA","P6","C046","07-04-2015",8.53,28.25,33.7,23.9,52117.9,7.84,123.22,34.2,
"JUN172015","FA","P1","C046","07-05-2015",9.02,28.47,34.3,24.8,49659.45,7.63,118.45,32.39,501.49
"JUN172015","FA","P2","C046","07-05-2015",11.17,28.54,34.5,25.1,49042.63,7.03,109.1,31.94,
"JUN172015","FA","P3","C046","07-05-2015",11.17,28.54,34.5,25.1,49042.63,7.03,109.1,31.94,
"JUN172015","FA","P4","C046","07-05-2015",9.26,28.66,34.7,25.2,53470.53,7.8,123.4,35.19,
"JUN172015","FA","P5","C046","07-05-2015",9.37,26.16,32.4,22.4,46869.84,10.86,160.83,30.42,
"JUN172015","FA","P6","C046","07-05-2015",9.28,28.93,35.4,25.1,52876.64,7.21,114.62,34.74,
"JUN172015","FA","P1","C046","07-06-2015",8.44,27.12,33.6,22.7,49269.33,9.22,141.36,32.14,548.27
"JUN172015","FA","P2","C046","07-06-2015",10.38,27.52,34.3,22.8,52888.57,8.48,132.47,34.8,
"JUN172015","FA","P3","C046","07-06-2015",10.38,27.52,34.3,22.8,52888.57,8.48,132.47,34.8,
"JUN172015","FA","P4","C046","07-06-2015",8.67,27.26,34,22.7,53054.12,8.74,135.22,34.91,
"JUN172015","FA","P5","C046","07-06-2015",8.59,24.88,31.8,20.4,50753.03,12.06,178.25,33.29,
"JUN172015","FA","P6","C046","07-06-2015",8.38,27.6,34.9,22.7,53537.61,8.62,135.83,35.26,
"JUN172015","FA","P1","C046","07-07-2015",7.77,26.88,32.1,23.6,51438.76,8.46,129.84,33.74,461.04
"JUN172015","FA","P2","C046","07-07-2015",8.9,26.99,32.2,23.7,56555.75,8.55,134.1,37.54,
"JUN172015","FA","P3","C046","07-07-2015",8.9,26.99,32.2,23.7,56555.75,8.55,134.1,37.54,
"JUN172015","FA","P4","C046","07-07-2015",7.93,27.04,32.2,23.5,53067.85,8.32,127.9,34.94,
"JUN172015","FA","P5","C046","07-07-2015",7.96,24.49,29.8,21.3,53290.4,11.15,164.68,35.17,
"JUN172015","FA","P6","C046","07-07-2015",7.82,27.27,32.9,23.6,53730.34,8.09,126.14,35.42,
"JUN172015","FA","P1","C046","07-08-2015",7.81,28.69,33.2,25.2,52210.26,8.44,134.23,34.25,597.3
"JUN172015","FA","P2","C046","07-08-2015",8.81,28.81,33.6,25.2,56291.53,7.62,123.1,37.29,
"JUN172015","FA","P3","C046","07-08-2015",8.81,28.81,33.6,25.2,56291.53,7.62,123.1,37.29,
"JUN172015","FA","P4","C046","07-08-2015",7.92,28.92,33.9,25,53862.14,7.39,117.5,35.47,
"JUN172015","FA","P5","C046","07-08-2015",7.95,26.33,30.9,22.9,51184.46,10.35,156.46,33.57,
"JUN172015","FA","P6","C046","07-08-2015",7.86,29.35,34.7,25.2,53492.5,7.48,120.56,35.18,
"JUN172015","FA","P1","C046","07-09-2015",7.85,29.17,34.2,25.7,52041.92,8.48,135.74,34.11,615.08
"JUN172015","FA","P2","C046","07-09-2015",8.81,29.31,34.5,25.7,55832.29,6.94,112.9,36.93,
"JUN172015","FA","P3","C046","07-09-2015",8.81,29.31,34.5,25.7,55832.29,6.94,112.9,36.93,
"JUN172015","FA","P4","C046","07-09-2015",7.92,29.42,34.8,25.6,54271.4,7.4,119.35,35.76,
"JUN172015","FA","P5","C046","07-09-2015",7.92,27.11,32.7,23.4,51075.75,9.74,148.52,33.5,
"JUN172015","FA","P6","C046","07-09-2015",7.84,29.7,35.3,25.7,53436.05,8.2,133.26,35.12,
"JUN172015","FA","P1","C046","07-10-2015",7.88,28.96,33.4,25.7,53132.06,8.19,130.92,34.93,556.62
"JUN172015","FA","P2","C046","07-10-2015",8.88,29.16,33.6,25.7,56539.52,6.63,107.83,37.47,
"JUN172015","FA","P3","C046","07-10-2015",8.88,29.16,33.6,25.7,56539.52,6.63,107.83,37.47,
"JUN172015","FA","P4","C046","07-10-2015",7.94,29.26,33.9,25.7,55740.41,6.99,112.9,36.86,
"JUN172015","FA","P5","C046","07-10-2015",7.97,26.86,31.7,23.4,57220.46,9.73,152.27,38.05,
"JUN172015","FA","P6","C046","07-10-2015",7.84,29.55,34.4,25.8,54370.96,7.36,119.65,35.83,
"JUN172015","FA","P1","C046","07-11-2015",7.89,28.14,33,24.5,55072.46,8.09,128.58,36.4,565.3
"JUN172015","FA","P2","C046","07-11-2015",8.7,28.24,33.1,24.5,58674.67,6.95,112.26,39.1,
"JUN172015","FA","P3","C046","07-11-2015",8.7,28.24,33.1,24.5,58674.67,6.95,112.26,39.1,
"JUN172015","FA","P4","C046","07-11-2015",7.96,28.44,33.3,24.6,57502.1,7.55,121.36,38.21,
"JUN172015","FA","P5","C046","07-11-2015",7.97,25.96,31.2,22.2,58335.62,10.9,169.09,38.91,
"JUN172015","FA","P6","C046","07-11-2015",7.81,28.66,33.8,24.6,56037.27,8.35,134.68,37.1,
"JUN172015","FA","P1","C046","07-12-2015",7.88,28.14,33.6,24.3,56622.97,7.71,123.26,37.56,578.26
"JUN172015","FA","P2","C046","07-12-2015",8.48,28.21,33.8,24.3,59693.38,6.29,101.9,39.87,
"JUN172015","FA","P3","C046","07-12-2015",8.48,28.21,33.8,24.3,59693.38,6.29,101.9,39.87,
"JUN172015","FA","P4","C046","07-12-2015",8.01,28.39,34,24.3,58566.03,7.19,115.95,39.01,
"JUN172015","FA","P5","C046","07-12-2015",8.01,25.82,31.6,22,59914.09,10.57,164.57,40.11,
"JUN172015","FA","P6","C046","07-12-2015",7.87,28.74,34.8,24.4,57345.55,8.02,130.52,38.07,
"JUN172015","FA","P1","C046","07-13-2015",7.86,27.88,32.8,24.3,54700.22,7.49,118.21,36.13,523.68
"JUN172015","FA","P2","C046","07-13-2015",9.07,27.97,33,24.2,56816.33,5.82,92.61,37.72,
"JUN172015","FA","P3","C046","07-13-2015",9.07,27.97,33,24.2,56816.33,5.82,92.61,37.72,
"JUN172015","FA","P4","C046","07-13-2015",8,27.98,33.2,24.2,56160.86,7.07,112.05,37.22,
"JUN172015","FA","P5","C046","07-13-2015",8.23,25.45,30.4,22,56915.71,10.15,154.94,37.87,
"JUN172015","FA","P6","C046","07-13-2015",7.9,28.38,34,24.3,55093.11,7.74,123.52,36.41,
"JUN172015","FA","P1","C046","07-14-2015",7.81,27.21,31.7,23.7,53672.75,7.91,123.22,35.38,533.85
"JUN172015","FA","P2","C046","07-14-2015",6.39,27.41,32.2,23.7,54718.86,6.17,96.32,36.16,
"JUN172015","FA","P3","C046","07-14-2015",6.39,27.41,32.2,23.7,54718.86,6.17,96.32,36.16,
"JUN172015","FA","P4","C046","07-14-2015",7.95,27.29,31.8,23.7,54401.42,7.92,123.4,35.92,
"JUN172015","FA","P5","C046","07-14-2015",7.92,25.4,31.6,-0.1,53610.42,10.62,160.5,35.56,
"JUN172015","FA","P6","C046","07-14-2015",7.83,27.42,31.8,23.7,53537.45,8.37,130.82,35.27,
"JUN172015","FA","P1","C046","07-15-2015",7.79,26.42,31.3,24.1,50985.93,7.09,107.35,33.43,308.03
"JUN172015","FA","P2","C046","07-15-2015",5.98,26.74,32,24.3,52997.47,5.51,84.31,34.9,
"JUN172015","FA","P3","C046","07-15-2015",5.98,26.74,32,24.3,52997.47,5.51,84.31,34.9,
"JUN172015","FA","P4","C046","07-15-2015",7.96,26.45,31.3,24,52046.31,7.45,113,34.21,
"JUN172015","FA","P5","C046","07-15-2015",7.97,26.42,31.4,24.2,58911.14,8.91,139.14,39.35,
"JUN172015","FA","P6","C046","07-15-2015",7.82,26.6,31.8,24.2,50476.9,7.19,108.77,33.06,
"JUN172015","FA","P1","C046","07-16-2015",7.8,25,28.5,23.3,45299.31,7.55,108.95,29.31,273.9
"JUN172015","FA","P2","C046","07-16-2015",6.03,25.12,28.5,23.4,47882.46,6.26,91.01,31.2,
"JUN172015","FA","P3","C046","07-16-2015",6.03,25.12,28.5,23.4,47882.46,6.26,91.01,31.2,
"JUN172015","FA","P4","C046","07-16-2015",7.94,24.98,28.4,23.2,46236.39,7.9,114.17,29.99,
"JUN172015","FA","P5","C046","07-16-2015",7.96,24.98,28.5,23.3,54304.78,9.99,149.6,35.93,
"JUN172015","FA","P6","C046","07-16-2015",7.87,25.15,28.8,23.4,44833.8,8.02,115.7,28.98,
"JUN172015","FA","P1","C046","07-17-2015",7.85,26.44,31.3,22.5,42906.01,8.42,124.18,27.54,517
"JUN172015","FA","P2","C046","07-17-2015",6.32,26.2,31.2,-0.1,44386.49,6.09,89.25,28.79,
"JUN172015","FA","P3","C046","07-17-2015",6.32,26.2,31.2,-0.1,44386.49,6.09,89.25,28.79,
"JUN172015","FA","P4","C046","07-17-2015",7.96,26.33,31.4,22.3,44187.59,8.33,122.67,28.48,
"JUN172015","FA","P5","C046","07-17-2015",7.97,26.25,31,22.5,51939.11,11.15,169.29,34.13,
"JUN172015","FA","P6","C046","07-17-2015",7.84,26.41,31.7,22.5,41704.42,8.99,131.41,26.68,
"JUN172015","FA","P1","C046","07-18-2015",7.87,27.09,31.8,23.5,44894.51,8.98,134.86,28.96,563.03
"JUN172015","FA","P2","C046","07-18-2015",5.91,27.33,31.8,23.7,46471.84,6.51,97.7,30.09,
"JUN172015","FA","P3","C046","07-18-2015",5.91,27.33,31.8,23.7,46471.84,6.51,97.7,30.09,
"JUN172015","FA","P4","C046","07-18-2015",7.94,27.23,32.1,23.5,46874.46,8.72,131.8,30.39,
"JUN172015","FA","P5","C046","07-18-2015",7.96,27,31.5,23.5,55159.69,11.11,173.25,36.5,
"JUN172015","FA","P6","C046","07-18-2015",7.84,27.34,32.7,23.5,43186.17,9.15,137.26,27.74,
"JUN172015","FA","P1","C046","07-19-2015",7.86,27.35,32.4,23.5,46034.61,8.38,126.57,29.78,470.9
"JUN172015","FA","P2","C046","07-19-2015",5.69,27.57,32.5,23.7,47375.12,6.17,92.89,30.75,
"JUN172015","FA","P3","C046","07-19-2015",5.69,27.57,32.5,23.7,47375.12,6.17,92.89,30.75,
"JUN172015","FA","P4","C046","07-19-2015",7.93,27.45,32.7,23.5,47605.73,8.02,121.77,30.93,
"JUN172015","FA","P5","C046","07-19-2015",7.96,27.31,32.3,23.5,56568.43,10.27,161.47,37.55,
"JUN172015","FA","P6","C046","07-19-2015",7.87,27.62,33.3,23.5,44262.23,8.76,132.31,28.49,
"JUN172015","FA","P1","C046","07-20-2015",7.87,28.11,33.3,24.3,48742.12,7.94,123.19,31.73,593.12
"JUN172015","FA","P2","C046","07-20-2015",5.54,28.23,33.4,24.5,49621.72,6,92.43,32.37,
"JUN172015","FA","P3","C046","07-20-2015",5.54,28.23,33.4,24.5,49621.72,6,92.43,32.37,
"JUN172015","FA","P4","C046","07-20-2015",7.95,28.28,33.4,24.3,51150.79,7.65,119.9,33.5,
"JUN172015","FA","P5","C046","07-20-2015",7.98,27.88,33,24.3,60109.06,9.58,154.27,40.21,
"JUN172015","FA","P6","C046","07-20-2015",7.87,28.3,33.6,24.3,45863.17,8.24,126.6,29.63,
"JUN172015","FA","P1","C046","07-21-2015",7.81,27.91,32.6,24.3,51284.92,8.32,129.9,33.59,497.93
"JUN172015","FA","P2","C046","07-21-2015",6.01,27.52,33.3,-0.1,50249.42,6.91,108.1,33.1,
"JUN172015","FA","P3","C046","07-21-2015",6.01,27.52,33.3,-0.1,50249.42,6.91,108.1,33.1,
"JUN172015","FA","P4","C046","07-21-2015",7.92,28.07,32.9,24.3,54174.16,7.68,121.02,35.73,
"JUN172015","FA","P5","C046","07-21-2015",7.96,27.87,32.7,24.3,58864.83,10.03,160.75,39.29,
"JUN172015","FA","P6","C046","07-21-2015",7.85,28.23,33.4,24.4,47677.36,7.85,121.33,30.95,
"JUN172015","FA","P1","C046","07-22-2015",7.83,27.37,32.4,24.6,49023.29,7.68,117.7,31.97,408.33
"JUN172015","FA","P2","C046","07-22-2015",5.04,27.57,32.5,24.7,49767.83,7.76,119.22,32.51,
"JUN172015","FA","P3","C046","07-22-2015",5.04,27.57,32.5,24.7,49767.83,7.76,119.22,32.51,
"JUN172015","FA","P4","C046","07-22-2015",7.94,27.42,32.4,24.6,50680.85,7.4,113.88,33.19,
"JUN172015","FA","P5","C046","07-22-2015",7.96,27.37,32.6,24.6,51936.02,9.76,151.29,34.12,
"JUN172015","FA","P6","C046","07-22-2015",7.86,27.56,32.9,24.7,45280.97,7.25,109.79,29.25,
"JUN172015","FA","P1","C046","07-23-2015",7.8,27.18,32.4,24.4,42535.49,7.79,115.94,27.27,418.51
